id,age,income,educ,gender,vacc_b,treat,vacc_e,missing
4437,68,6,1,0,3,0,2,0
4438,81,9,3,1,1,1,2,0
4439,21,4,2,1,4,1,5,0
4440,52,5,3,1,5,0,5,0
4441,31,1,2,1,1,0,3,0
4442,68,9,2,1,5,0,5,0
4443,15,6,2,1,1,1,2,0
4444,37,7,2,0,5,1,5,0
4445,21,1,2,0,5,2,5,0
4446,29,1,3,1,2,0,2,0
4447,60,5,3,1,3,0,4,0
4448,30,1,2,0,5,2,5,0
4449,76,3,3,0,4,0,3,0
4450,77,5,2,1,2,0,2,0
4451,75,5,3,1,5,1,5,0
4452,60,7,3,1,2,0,3,0
4453,27,4,3,0,2,0,2,0
4454,25,7,2,0,3,1,3,0
4455,58,3,2,0,3,1,4,0
4456,67,2,1,1,2,1,2,0
4457,47,2,2,1,1,0,2,0
4458,63,6,2,0,3,2,5,0
4459,68,7,2,0,2,0,2,0
4460,43,5,3,1,1,0,2,0
4461,71,1,3,1,3,0,2,0
4462,73,8,3,0,3,0,4,0
4463,17,6,2,1,2,0,1,0
4464,41,7,2,0,2,0,3,0
4465,31,6,3,0,5,2,5,0
4466,57,7,3,0,5,2,5,0
4467,41,4,2,1,2,2,2,0
4468,55,5,2,0,2,2,3,0
4469,42,9,1,1,5,2,5,0
4470,34,6,1,0,3,1,4,0
4471,24,9,2,1,3,2,3,0
4472,61,8,2,0,4,1,5,0
4473,58,6,1,0,4,2,4,0
4474,30,6,3,0,3,2,NA,1
4475,69,5,3,0,1,0,1,0
4476,70,7,2,1,4,2,3,0
4477,19,4,2,0,2,1,3,0
4478,54,7,2,1,2,0,1,0
4479,60,9,3,1,4,1,4,0
4480,77,6,3,1,4,0,5,0
4481,72,9,2,1,3,0,NA,1
4482,34,1,2,1,2,1,3,0
4483,33,9,2,1,3,0,4,0
4484,65,7,2,1,1,0,1,0
4485,39,8,3,1,4,0,4,0
4486,66,6,2,1,4,0,5,0
4487,45,5,3,0,5,1,5,0
4488,40,2,3,0,1,2,2,0
4489,50,1,1,1,5,0,5,0
4490,74,3,2,0,5,0,5,0
4491,22,7,2,0,5,2,5,0
4492,72,6,3,0,5,2,5,0
4493,34,1,2,1,4,2,4,0
4494,61,2,2,0,5,1,5,0
4495,37,9,2,0,4,1,5,0
4496,68,7,3,1,4,2,5,0
4497,73,4,2,1,4,2,NA,1
4498,50,9,3,0,1,0,NA,1
4499,34,6,3,0,3,2,NA,1
4500,58,2,2,0,3,0,3,0
4501,67,6,2,1,4,2,5,0
4502,81,5,3,1,1,0,2,0
4503,73,6,2,1,4,1,5,0
4504,60,5,2,1,4,0,3,0
4505,81,7,2,0,1,0,1,0
4506,51,7,1,0,1,2,NA,1
4507,54,1,3,0,4,1,NA,1
4508,41,4,2,1,3,0,3,0
4509,47,4,1,0,2,1,3,0
4510,76,4,1,0,5,1,5,0
4511,63,6,2,0,4,1,5,0
4512,48,5,3,1,4,2,5,0
4513,44,4,3,1,1,0,3,0
4514,45,9,2,1,3,2,3,0
4515,21,5,1,0,1,0,3,0
4516,56,7,2,1,2,1,3,0
4517,30,5,3,0,2,0,2,0
4518,25,4,2,1,2,2,3,0
4519,41,5,2,1,3,1,3,0
4520,82,4,2,0,5,2,5,0
4521,55,4,1,1,3,2,4,0
4522,80,5,2,1,1,0,3,0
4523,30,3,1,1,2,1,3,0
4524,34,3,3,1,1,0,2,0
4525,76,4,2,0,3,1,4,0
4526,80,5,3,1,5,1,5,0
4527,69,1,2,0,3,2,3,0
4528,55,4,3,1,5,1,5,0
4529,64,9,3,1,2,0,3,0
4530,32,6,3,1,4,1,4,0
4531,69,8,2,0,1,2,1,0
4532,81,4,3,1,1,1,3,0
4533,27,6,2,0,2,1,3,0
4534,33,5,3,1,3,2,2,0
4535,40,4,2,0,4,0,5,0
4536,62,9,3,0,3,0,4,0
4537,71,7,2,0,5,1,5,0
4538,77,9,2,1,5,1,5,0
4539,70,6,2,0,3,2,3,0
4540,27,6,2,0,2,1,2,0
4541,62,6,2,0,5,1,5,0
4542,74,4,2,0,5,1,5,0
4543,23,9,3,0,1,1,2,0
4544,44,7,2,1,3,2,3,0
4545,24,7,2,1,1,1,1,0
4546,84,3,2,1,4,2,NA,1
4547,15,7,2,0,3,2,3,0
4548,25,7,2,0,1,1,NA,1
4549,55,9,2,0,2,1,NA,1
4550,67,7,2,0,3,2,4,0
4551,82,7,2,1,4,1,5,0
4552,16,1,2,0,4,0,4,0
4553,15,3,2,1,2,1,2,0
4554,49,1,3,0,1,0,1,0
4555,48,5,2,0,5,1,5,0
4556,55,3,3,1,1,0,4,0
4557,51,7,2,1,3,2,4,0
4558,73,5,2,1,2,0,3,0
4559,49,5,3,1,4,2,5,0
4560,24,7,2,0,2,2,2,0
4561,17,7,2,1,5,1,5,0
4562,44,5,2,1,4,1,4,0
4563,77,8,3,1,1,1,3,0
4564,38,1,2,1,2,0,2,0
4565,28,5,2,1,3,0,5,0
4566,77,1,2,0,1,0,1,0
4567,79,4,2,0,1,0,NA,1
4568,57,5,2,1,5,0,NA,1
4569,29,2,2,1,1,0,1,0
4570,84,5,2,0,4,2,5,0
4571,67,5,2,1,2,1,3,0
4572,61,8,2,1,3,2,4,0
4573,16,4,3,0,2,2,2,0
4574,33,6,3,0,3,2,4,0
4575,18,9,2,0,3,2,4,0
4576,34,6,2,1,2,2,NA,1
4577,69,4,2,0,4,1,5,0
4578,35,9,3,1,2,0,3,0
4579,81,6,2,0,3,1,4,0
4580,83,1,2,0,4,1,5,0
4581,60,4,3,0,5,1,NA,1
4582,30,9,2,0,3,2,4,0
4583,28,8,2,0,2,0,3,0
4584,74,5,2,0,3,1,3,0
4585,35,5,3,1,4,0,4,0
4586,67,2,2,1,5,0,5,0
4587,18,5,3,1,4,1,5,0
4588,60,4,2,1,5,1,5,0
4589,37,1,2,1,5,1,5,0
4590,31,5,2,1,3,2,4,0
4591,74,6,2,1,5,0,5,0
4592,80,9,2,0,2,2,2,0
4593,15,8,2,0,4,1,5,0
4594,25,5,2,0,3,0,5,0
4595,74,7,3,1,2,2,4,0
4596,41,6,3,1,5,1,5,0
4597,60,6,2,1,5,2,5,0
4598,67,1,3,1,2,0,2,0
4599,52,3,2,1,4,1,5,0
4600,55,1,3,0,5,0,4,0
4601,47,7,2,1,2,2,3,0
4602,60,9,3,1,3,2,2,0
4603,27,6,2,1,4,1,5,0
4604,19,5,2,0,1,0,1,0
4605,25,3,2,0,3,2,3,0
4606,52,4,3,1,4,2,4,0
4607,69,7,2,0,2,1,3,0
4608,74,5,3,1,1,1,1,0
4609,22,5,1,1,4,0,4,0
4610,84,3,2,1,1,2,3,0
4611,45,5,3,1,3,0,2,0
4612,69,8,2,1,1,0,3,0
4613,41,7,1,1,4,1,NA,1
4614,56,8,2,0,5,0,5,0
4615,26,9,3,1,3,0,4,0
4616,77,5,2,1,3,1,4,0
4617,15,3,3,1,5,0,5,0
4618,36,9,3,1,4,1,4,0
4619,54,9,3,0,3,1,NA,1
4620,66,2,2,1,3,0,4,0
4621,85,4,3,1,2,0,1,0
4622,15,6,2,1,4,2,5,0
4623,49,1,2,1,1,1,2,0
4624,64,5,3,0,4,2,5,0
4625,59,8,1,1,4,2,4,0
4626,67,6,3,0,5,0,5,0
4627,23,8,3,1,1,1,1,0
4628,60,5,2,1,3,1,4,0
4629,38,7,2,1,4,0,4,0
4630,53,5,2,1,2,0,3,0
4631,68,6,3,0,2,1,3,0
4632,29,7,1,1,5,1,5,0
4633,29,6,2,0,5,0,5,0
4634,84,7,3,0,2,1,2,0
4635,72,9,2,0,3,1,5,0
4636,72,5,2,1,2,1,2,0
4637,64,1,2,1,5,1,5,0
4638,44,3,2,1,1,0,1,0
4639,34,1,2,0,2,2,4,0
4640,17,8,3,1,4,2,NA,1
4641,47,5,1,0,5,2,5,0
4642,44,5,3,1,4,0,5,0
4643,80,4,3,0,5,0,5,0
4644,60,4,2,1,3,1,NA,1
4645,60,3,2,0,3,1,3,0
4646,75,9,2,0,2,0,3,0
4647,55,3,3,1,1,0,3,0
4648,83,2,2,1,1,0,2,0
4649,61,9,2,1,3,1,4,0
4650,24,8,2,0,5,0,5,0
4651,46,3,2,0,1,1,2,0
4652,79,8,2,1,4,0,5,0
4653,23,5,2,1,1,2,1,0
4654,20,1,2,1,5,2,5,0
4655,56,1,3,1,4,2,5,0
4656,32,9,2,1,3,0,3,0
4657,82,5,2,0,3,0,3,0
4658,76,3,2,1,2,1,2,0
4659,82,7,2,1,2,2,1,0
4660,18,6,2,0,2,1,3,0
4661,53,7,2,0,2,2,2,0
4662,47,3,2,0,2,2,2,0
4663,58,4,3,1,3,0,3,0
4664,29,8,3,0,3,2,3,0
4665,54,4,3,0,2,1,3,0
4666,34,6,2,0,4,1,5,0
4667,43,3,3,0,1,2,1,0
4668,80,7,3,0,2,1,3,0
4669,64,6,2,1,1,2,NA,1
4670,30,3,2,0,4,0,4,0
4671,71,4,2,0,2,0,4,0
4672,23,7,1,1,3,1,3,0
4673,20,8,2,0,2,0,2,0
4674,68,4,2,0,4,0,5,0
4675,41,4,2,0,4,2,NA,1
4676,44,9,3,1,5,0,5,0
4677,49,7,3,1,3,0,3,0
4678,30,9,3,1,5,0,4,0
4679,81,5,3,0,1,1,2,0
4680,47,6,2,1,3,2,3,0
4681,25,5,2,1,4,1,4,0
4682,82,4,2,1,1,2,1,0
4683,24,8,2,0,2,2,2,0
4684,16,6,3,1,1,0,1,0
4685,38,5,2,1,1,0,1,0
4686,47,6,3,0,4,1,5,0
4687,35,6,2,1,3,0,3,0
4688,83,8,2,0,3,0,2,0
4689,81,2,2,1,4,1,5,0
4690,49,5,1,1,3,1,3,0
4691,61,8,2,1,4,2,5,0
4692,85,2,2,1,5,0,5,0
4693,73,4,3,0,4,2,5,0
4694,85,4,3,1,2,2,NA,1
4695,58,8,3,1,5,2,5,0
4696,72,7,1,0,3,1,3,0
4697,50,9,2,0,3,1,4,0
4698,63,3,2,1,4,2,5,0
4699,53,5,2,1,4,1,5,0
4700,44,6,2,0,1,1,3,0
4701,58,7,2,1,2,2,4,0
4702,60,5,1,0,5,1,NA,1
4703,15,7,1,1,3,0,2,0
4704,31,6,2,0,5,1,5,0
4705,51,6,2,1,3,1,4,0
4706,46,5,1,0,5,2,5,0
4707,42,6,2,1,2,1,2,0
4708,21,2,2,0,4,1,5,0
4709,23,7,2,1,1,1,NA,1
4710,64,5,3,1,5,0,4,0
4711,37,5,3,1,2,1,3,0
4712,47,8,2,1,2,1,3,0
4713,48,4,3,0,5,2,5,0
4714,50,4,2,0,5,2,5,0
4715,17,8,2,1,3,0,1,0
4716,70,3,2,0,5,1,5,0
4717,22,4,1,1,5,2,5,0
4718,36,6,3,1,5,0,5,0
4719,71,7,2,0,3,1,4,0
4720,18,1,2,1,5,1,5,0
4721,76,3,2,1,1,2,1,0
4722,74,4,3,0,2,1,3,0
4723,51,5,3,0,1,0,3,0
4724,37,2,3,1,5,0,5,0
4725,72,6,2,1,4,2,4,0
4726,46,5,2,0,2,2,2,0
4727,29,5,2,0,4,1,5,0
4728,68,4,2,0,1,0,1,0
4729,56,6,2,0,1,0,1,0
4730,51,5,3,0,3,1,4,0
4731,78,4,2,1,5,1,5,0
4732,15,4,3,0,4,2,4,0
4733,29,1,2,1,4,0,5,0
4734,16,2,2,0,3,2,3,0
4735,49,5,2,1,2,1,3,0
4736,24,2,3,1,5,0,5,0
4737,30,2,3,1,5,0,5,0
4738,18,1,2,1,4,0,4,0
4739,49,6,2,0,1,0,1,0
4740,43,5,3,0,4,1,5,0
4741,78,2,2,1,4,1,5,0
4742,54,8,2,1,1,1,1,0
4743,69,7,3,0,1,1,2,0
4744,46,6,2,1,2,2,2,0
4745,66,3,1,1,3,1,5,0
4746,30,6,2,0,4,0,3,0
4747,44,9,2,1,1,2,NA,1
4748,47,3,2,1,5,1,5,0
4749,36,1,1,1,3,1,4,0
4750,80,8,2,1,4,2,4,0
4751,31,1,3,1,3,1,3,0
4752,43,6,2,1,2,0,4,0
4753,72,5,2,0,3,2,5,0
4754,81,9,3,0,1,1,3,0
4755,28,6,2,1,1,1,3,0
4756,18,2,3,0,2,2,2,0
4757,50,7,2,1,4,2,5,0
4758,39,2,2,0,4,0,4,0
4759,75,2,2,0,3,2,3,0
4760,61,2,2,0,5,2,5,0
4761,24,2,2,0,2,1,2,0
4762,56,4,1,0,3,1,3,0
4763,22,7,2,1,2,1,3,0
4764,46,7,2,1,3,2,3,0
4765,81,5,1,0,3,1,4,0
4766,68,1,3,0,3,2,3,0
4767,53,9,3,1,2,2,2,0
4768,46,2,2,1,4,1,5,0
4769,33,9,2,0,5,0,5,0
4770,49,4,2,0,4,0,5,0
4771,19,3,2,0,1,0,1,0
4772,54,9,3,0,2,0,4,0
4773,32,2,3,1,4,2,4,0
4774,73,6,2,0,4,0,5,0
4775,21,1,2,1,5,1,5,0
4776,70,1,3,0,2,0,1,0
4777,84,5,3,0,1,0,1,0
4778,22,5,1,0,3,1,NA,1
4779,33,5,2,1,3,0,4,0
4780,16,1,3,1,3,2,4,0
4781,34,7,2,0,1,0,1,0
4782,15,1,2,1,4,1,4,0
4783,27,7,2,1,2,2,2,0
4784,25,8,3,1,4,2,4,0
4785,56,7,1,1,3,2,4,0
4786,67,5,3,1,5,0,5,0
4787,71,9,2,0,4,2,NA,1
4788,67,8,1,1,2,1,2,0
4789,74,7,3,1,1,2,1,0
4790,25,4,3,0,3,2,3,0
4791,23,6,3,0,5,1,5,0
4792,20,6,3,0,5,2,5,0
4793,59,7,3,0,4,1,NA,1
4794,57,4,1,0,1,2,1,0
4795,59,5,3,0,2,1,3,0
4796,66,3,2,1,1,1,2,0
4797,50,7,1,1,4,1,5,0
4798,15,2,1,1,2,1,2,0
4799,37,6,2,1,1,2,2,0
4800,23,3,3,0,2,0,1,0
4801,42,8,2,0,5,2,5,0
4802,38,1,2,0,3,1,4,0
4803,20,7,3,1,1,1,3,0
4804,42,7,2,1,5,0,5,0
4805,64,5,1,0,1,2,2,0
4806,35,7,2,1,3,2,4,0
4807,61,8,1,1,5,0,4,0
4808,62,7,3,0,3,1,NA,1
4809,36,6,2,0,1,2,2,0
4810,43,3,2,0,5,2,NA,1
4811,15,7,2,0,2,0,2,0
4812,30,9,3,1,3,1,5,0
4813,75,6,2,1,2,0,4,0
4814,42,7,2,1,3,1,4,0
4815,53,8,2,0,3,0,5,0
4816,76,4,2,1,2,1,3,0
4817,45,4,3,1,4,0,5,0
4818,36,7,2,0,1,1,2,0
4819,15,6,3,0,5,1,NA,1
4820,72,9,2,0,4,2,4,0
4821,53,5,3,1,2,0,1,0
4822,38,1,2,1,1,0,3,0
4823,82,4,3,1,5,1,5,0
4824,52,7,3,1,2,1,2,0
4825,21,7,2,1,1,1,2,0
4826,64,5,3,0,1,2,1,0
4827,70,4,2,1,1,0,1,0
4828,36,6,3,1,4,2,4,0
4829,68,5,2,1,2,1,3,0
4830,39,4,3,0,2,0,NA,1
4831,20,2,2,0,4,1,5,0
4832,51,7,2,1,1,0,2,0
4833,44,1,2,0,4,1,5,0
4834,28,1,2,1,4,0,5,0
4835,49,6,2,0,2,2,4,0
4836,47,5,2,1,2,1,3,0
4837,51,5,2,1,1,2,2,0
4838,57,6,1,0,2,1,NA,1
4839,65,7,2,1,3,0,3,0
4840,56,6,3,1,5,0,NA,1
4841,39,9,2,1,3,0,4,0
4842,22,7,3,1,2,0,1,0
4843,25,1,2,1,3,1,4,0
4844,22,6,2,0,5,0,5,0
4845,77,4,2,1,5,0,5,0
4846,22,1,2,0,2,0,1,0
4847,49,6,1,0,1,1,2,0
4848,25,2,3,1,5,2,4,0
4849,29,7,2,0,2,2,2,0
4850,79,7,2,0,1,0,NA,1
4851,67,1,3,1,1,0,2,0
4852,52,7,3,1,1,0,3,0
4853,80,6,2,0,1,1,2,0
4854,59,2,2,0,5,0,5,0
4855,31,1,2,1,5,2,5,0
4856,79,4,2,0,2,1,3,0
4857,32,9,2,0,4,0,3,0
4858,36,3,2,1,1,2,2,0
4859,63,6,2,1,2,1,3,0
4860,50,7,1,0,5,2,5,0
4861,57,7,3,0,2,2,4,0
4862,68,8,3,0,5,1,5,0
4863,32,5,2,1,5,2,5,0
4864,19,4,2,0,4,1,4,0
4865,68,4,2,1,2,2,1,0
4866,43,8,3,1,2,1,3,0
4867,50,5,3,1,5,0,5,0
4868,81,7,2,1,3,0,4,0
4869,53,1,1,1,1,1,2,0
4870,21,6,3,1,5,1,5,0
4871,24,7,3,0,5,1,5,0
4872,67,7,3,1,3,2,NA,1
4873,65,5,3,1,5,0,5,0
4874,15,5,3,0,4,2,4,0
4875,17,7,3,1,5,1,5,0
4876,48,7,2,0,4,2,3,0
4877,71,6,3,1,2,1,4,0
4878,54,1,2,0,1,1,1,0
4879,40,6,2,0,2,1,2,0
4880,72,1,3,0,2,1,2,0
4881,18,4,2,1,3,2,3,0
4882,24,7,2,1,4,2,4,0
4883,31,7,1,0,4,1,4,0
4884,45,3,2,1,1,1,2,0
4885,65,4,2,0,2,2,2,0
4886,18,2,1,1,4,1,5,0
4887,40,2,2,1,5,0,5,0
4888,73,8,2,0,3,2,4,0
4889,27,1,3,0,1,2,1,0
4890,56,7,2,1,2,2,2,0
4891,26,3,2,1,5,1,5,0
4892,41,9,2,1,2,2,1,0
4893,15,4,3,1,3,2,3,0
4894,28,1,3,0,5,2,4,0
4895,68,1,1,0,5,2,5,0
4896,15,9,1,1,2,2,3,0
4897,42,4,3,0,4,1,NA,1
4898,41,7,2,1,3,0,4,0
4899,27,2,2,0,4,1,5,0
4900,63,5,2,0,4,1,5,0
4901,81,7,2,1,4,1,4,0
4902,46,2,2,0,1,2,2,0
4903,55,6,3,0,5,1,5,0
4904,22,6,2,1,4,1,4,0
4905,75,7,3,1,2,1,3,0
4906,45,7,3,1,4,2,NA,1
4907,58,5,3,0,4,2,NA,1
4908,46,7,2,1,3,1,3,0
4909,66,4,1,1,5,2,5,0
4910,21,8,2,1,3,2,NA,1
4911,34,6,3,0,2,1,4,0
4912,16,7,2,1,3,2,5,0
4913,53,8,2,1,2,0,3,0
4914,50,8,3,0,4,1,5,0
4915,79,3,2,0,1,1,1,0
4916,83,3,2,0,3,0,2,0
4917,60,6,2,1,2,1,3,0
4918,34,5,3,1,2,2,4,0
4919,55,5,2,1,3,2,4,0
4920,80,3,3,1,2,0,3,0
4921,40,7,3,0,5,1,5,0
4922,29,5,3,0,2,0,3,0
4923,82,9,3,0,3,1,NA,1
4924,43,8,3,0,3,1,4,0
4925,64,5,2,0,3,0,4,0
4926,84,5,3,1,3,1,4,0
4927,54,9,2,1,5,0,5,0
4928,50,7,2,0,5,1,5,0
4929,30,5,2,0,5,2,5,0
4930,69,5,3,0,2,1,3,0
4931,38,5,3,0,3,0,3,0
4932,53,4,3,0,2,0,1,0
4933,39,5,2,0,1,1,NA,1
4934,66,4,2,1,5,1,5,0
4935,47,6,2,0,1,1,1,0
4936,82,9,3,0,1,2,1,0
4937,43,6,2,1,5,1,5,0
4938,18,5,2,0,2,2,2,0
4939,59,1,3,1,1,0,2,0
4940,36,4,2,1,4,2,4,0
4941,59,3,3,0,3,0,4,0
4942,63,9,3,1,4,2,5,0
4943,61,3,1,0,1,2,1,0
4944,82,7,2,0,1,2,2,0
4945,67,7,3,1,4,1,4,0
4946,40,6,2,1,1,2,1,0
4947,48,3,2,0,2,2,3,0
4948,17,4,3,1,5,2,5,0
4949,58,6,3,1,1,2,3,0
4950,73,9,2,1,5,0,5,0
4951,25,5,2,0,2,0,2,0
4952,38,5,2,0,4,0,3,0
4953,37,6,2,0,1,0,1,0
4954,81,9,2,1,3,0,4,0
4955,25,7,2,0,3,0,NA,1
4956,73,5,2,1,4,0,3,0
4957,62,5,2,0,1,1,NA,1
4958,80,1,3,0,1,1,1,0
4959,78,6,2,1,5,2,5,0
4960,47,6,2,1,1,2,2,0
4961,45,4,3,1,2,2,2,0
4962,18,6,2,1,5,1,5,0
4963,48,9,3,0,4,1,5,0
4964,79,6,3,1,1,0,2,0
4965,29,4,2,1,1,2,2,0
4966,24,8,2,1,5,1,5,0
4967,64,4,2,1,5,1,5,0
4968,46,7,2,0,2,2,2,0
4969,38,2,2,0,2,1,3,0
4970,20,3,2,0,3,0,2,0
4971,26,4,3,1,1,0,3,0
4972,46,3,1,1,3,0,5,0
4973,61,2,2,1,3,2,3,0
4974,66,7,2,1,3,0,3,0
4975,35,6,2,0,5,2,4,0
4976,70,3,3,1,2,2,2,0
4977,75,6,3,0,2,2,2,0
4978,62,6,2,1,3,0,3,0
4979,54,5,3,0,3,1,4,0
4980,48,5,2,0,2,0,1,0
4981,73,5,2,0,3,1,NA,1
4982,80,9,2,1,2,0,4,0
4983,35,3,3,0,4,2,5,0
4984,32,9,3,0,2,0,4,0
4985,82,5,3,1,3,0,4,0
4986,22,6,2,0,1,1,2,0
4987,63,1,2,0,2,0,1,0
4988,18,4,2,1,2,2,5,0
4989,53,7,2,1,5,0,4,0
4990,63,3,2,0,2,2,2,0
4991,32,6,2,1,2,2,1,0
4992,85,1,1,1,1,2,2,0
4993,27,6,2,0,4,1,4,0
4994,44,9,2,1,2,2,4,0
4995,57,2,2,1,2,0,NA,1
4996,42,5,2,1,5,0,5,0
4997,28,9,1,0,2,2,3,0
4998,85,6,3,1,1,0,3,0
4999,29,3,2,1,1,1,1,0
5000,80,6,2,0,2,0,4,0
